KO,2020-02-15T17:02:25.737Z,
KO,2020-02-15T17:03:25.960Z,
KO,2020-02-15T17:04:25.945Z,
KO,2020-02-15T17:05:26.314Z,
KO,2020-02-15T17:06:25.735Z,
Closed,2020-02-15T17:07:26.245Z,
Closed,2020-02-15T17:08:26.259Z,
Closed,2020-02-15T17:09:26.521Z,
KO,2020-02-15T17:10:26.063Z,
Closed,2020-02-15T17:11:26.626Z,
Closed,2020-02-15T17:12:26.476Z,
Closed,2020-02-15T17:13:26.306Z,
KO,2020-02-15T17:14:25.741Z,
Closed,2020-02-15T17:15:26.351Z,
KO,2020-02-15T17:16:25.736Z,
Closed,2020-02-15T17:17:26.485Z,
KO,2020-02-15T17:18:25.744Z,
KO,2020-02-15T17:19:25.953Z,
KO,2020-02-15T17:20:25.974Z,
Closed,2020-02-15T17:21:26.273Z,
KO,2020-02-15T17:22:25.744Z,
KO,2020-02-15T17:23:25.911Z,
KO,2020-02-15T17:24:25.742Z,
KO,2020-02-15T17:25:25.743Z,
Closed,2020-02-15T17:26:26.300Z,
KO,2020-02-15T17:27:25.747Z,
Closed,2020-02-15T17:28:26.669Z,
Closed,2020-02-15T17:29:26.424Z,
Closed,2020-02-15T17:30:26.255Z,
Closed,2020-02-15T17:31:26.221Z,
KO,2020-02-15T17:32:25.745Z,
Closed,2020-02-15T17:33:26.471Z,
KO,2020-02-15T17:34:25.748Z,
Closed,2020-02-15T17:35:26.781Z,
Open,2020-02-15T17:35:26.782Z,
Closed,2020-02-15T17:36:26.278Z,
Closed,2020-02-15T17:37:26.352Z,
KO,2020-02-15T17:38:25.742Z,
Closed,2020-02-15T17:39:26.232Z,
Closed,2020-02-15T17:40:26.600Z,
Open,2020-02-15T17:40:26.601Z,
Closed,2020-02-15T17:41:26.965Z,
Open,2020-02-15T17:41:26.966Z,
Closed,2020-02-15T17:42:26.412Z,
KO,2020-02-15T17:43:25.747Z,
KO,2020-02-15T17:45:57.711Z,
KO,2020-02-15T17:46:57.617Z,
Closed,2020-02-15T17:47:57.963Z,
KO,2020-02-15T17:48:57.443Z,
KO,2020-02-15T17:49:57.431Z,
KO,2020-02-15T17:50:57.439Z,
Closed,2020-02-15T17:51:58.064Z,
KO,2020-02-15T17:52:21.813Z,
Closed,2020-02-15T18:02:32.463Z,
Open,2020-02-15T18:02:32.467Z,
Closed,2020-02-15T18:03:32.255Z,
Open,2020-02-15T18:03:32.256Z,
Open,2020-02-15T18:10:59.900Z,
Open,2020-02-15T18:12:33.643Z,
Open,2020-02-15T18:18:09.551Z,
Closed,2020-02-15T18:20:03.643Z,
Closed,2020-02-15T18:21:03.358Z,
Closed,2020-02-15T18:22:03.270Z,
Closed,2020-02-15T18:23:03.497Z,
Closed,2020-02-15T18:24:03.297Z,
Closed,2020-02-15T18:25:03.240Z,
Closed,2020-02-15T18:26:03.428Z,
Closed,2020-02-15T18:27:03.231Z,
KO,2020-02-15T18:29:50.224Z,
KO,2020-02-15T18:30:50.465Z,
Closed,2020-02-15T18:31:50.982Z,
Closed,2020-02-15T18:32:50.769Z,
Closed,2020-02-15T18:33:50.720Z,
Closed,2020-02-15T18:34:50.902Z,
KO,2020-02-15T18:35:50.407Z,
Closed,2020-02-15T18:36:50.777Z,
KO,2020-02-15T18:37:50.567Z,
Closed,2020-02-15T18:38:50.729Z,
KO,2020-02-15T18:39:50.428Z,
KO,2020-02-15T18:40:50.468Z,
Closed,2020-02-15T18:41:50.749Z,
Closed,2020-02-15T18:42:50.839Z,
KO,2020-02-15T18:43:50.381Z,
KO,2020-02-15T18:44:50.442Z,
KO,2020-02-15T18:45:50.224Z,
KO,2020-02-15T18:46:50.221Z,
KO,2020-02-15T18:47:50.222Z,
KO,2020-02-15T18:48:50.226Z,
KO,2020-02-15T18:49:50.391Z,
Closed,2020-02-15T18:50:50.729Z,
KO,2020-02-15T18:51:50.221Z,
KO,2020-02-15T18:52:50.225Z,
KO,2020-02-15T18:53:50.221Z,
KO,2020-02-15T18:54:50.227Z,
KO,2020-02-15T18:55:50.397Z,
KO,2020-02-15T18:56:50.226Z,
Closed,2020-02-15T18:57:50.710Z,
KO,2020-02-15T18:58:50.221Z,
Closed,2020-02-15T18:59:50.844Z,
Closed,2020-02-15T19:00:50.867Z,
KO,2020-02-15T19:01:50.409Z,
KO,2020-02-15T19:02:50.230Z,
Closed,2020-02-15T19:03:51.005Z,
KO,2020-02-15T19:04:50.247Z,
KO,2020-02-15T19:05:50.230Z,
KO,2020-02-15T19:06:50.230Z,
Closed,2020-02-15T19:07:50.974Z,
Closed,2020-02-15T19:08:50.704Z,
KO,2020-02-15T19:09:50.226Z,
Closed,2020-02-15T19:10:51.197Z,
KO,2020-02-15T19:11:50.228Z,
KO,2020-02-15T19:12:50.230Z,
Closed,2020-02-15T19:13:50.890Z,
Closed,2020-02-15T19:14:50.984Z,
KO,2020-02-15T19:15:50.230Z,
KO,2020-02-15T19:16:50.234Z,
KO,2020-02-15T19:17:50.233Z,
Closed,2020-02-15T19:18:50.776Z,
KO,2020-02-15T19:19:50.397Z,
KO,2020-02-15T19:20:50.233Z,
KO,2020-02-15T19:21:50.233Z,
KO,2020-02-15T19:22:50.234Z,
Closed,2020-02-15T19:23:51.135Z,
Closed,2020-02-15T19:24:50.818Z,
KO,2020-02-15T19:25:50.431Z,
KO,2020-02-15T19:26:50.242Z,
Closed,2020-02-15T19:27:50.746Z,
Closed,2020-02-15T19:28:50.800Z,
KO,2020-02-15T19:29:50.236Z,
Closed,2020-02-15T19:30:50.861Z,
Closed,2020-02-15T19:31:51.007Z,
Closed,2020-02-15T19:32:50.779Z,
Closed,2020-02-15T19:33:50.871Z,
KO,2020-02-15T19:34:50.243Z,
Closed,2020-02-15T19:35:50.976Z,
Closed,2020-02-15T19:36:50.756Z,
Closed,2020-02-15T19:37:51.048Z,
Closed,2020-02-15T19:38:50.744Z,
KO,2020-02-15T19:39:50.244Z,
KO,2020-02-15T19:40:50.241Z,
KO,2020-02-15T19:41:50.291Z,
Closed,2020-02-15T19:42:50.730Z,
Closed,2020-02-15T19:43:50.882Z,
Closed,2020-02-15T19:44:50.853Z,
Closed,2020-02-15T19:45:50.957Z,
Closed,2020-02-15T19:46:50.753Z,
Closed,2020-02-15T19:47:50.784Z,
KO,2020-02-15T19:48:50.244Z,
KO,2020-02-15T19:49:50.431Z,
Closed,2020-02-15T19:50:50.948Z,
KO,2020-02-15T19:51:50.242Z,
KO,2020-02-15T19:52:50.244Z,
KO,2020-02-15T19:53:50.242Z,
KO,2020-02-15T19:54:50.246Z,
Closed,2020-02-15T19:55:51.008Z,
KO,2020-02-15T19:56:50.245Z,
Closed,2020-02-15T19:57:50.834Z,
Closed,2020-02-15T19:58:50.752Z,
KO,2020-02-15T19:59:50.243Z,
KO,2020-02-15T20:00:50.242Z,
Closed,2020-02-15T20:01:50.937Z,
KO,2020-02-15T20:02:50.246Z,
KO,2020-02-15T20:03:50.251Z,
Closed,2020-02-15T20:04:50.750Z,
KO,2020-02-15T20:05:50.248Z,
KO,2020-02-15T20:06:50.251Z,
KO,2020-02-15T20:07:50.662Z,
KO,2020-02-15T20:08:50.251Z,
KO,2020-02-15T20:09:50.254Z,
Closed,2020-02-15T20:10:50.837Z,
KO,2020-02-15T20:11:50.250Z,
KO,2020-02-15T20:12:50.248Z,
KO,2020-02-15T20:13:50.437Z,
KO,2020-02-15T20:14:50.251Z,
Closed,2020-02-15T20:15:50.717Z,
KO,2020-02-15T20:16:50.256Z,
KO,2020-02-15T20:17:50.250Z,
KO,2020-02-15T20:18:50.250Z,
KO,2020-02-15T20:19:50.436Z,
KO,2020-02-15T20:20:50.255Z,
KO,2020-02-15T20:21:50.255Z,
KO,2020-02-15T20:22:50.250Z,
KO,2020-02-15T20:23:50.254Z,
Closed,2020-02-15T20:24:50.928Z,
KO,2020-02-15T20:25:50.464Z,
Closed,2020-02-15T20:26:50.731Z,
KO,2020-02-15T20:27:50.256Z,
KO,2020-02-15T20:28:50.254Z,
Closed,2020-02-15T20:29:51.764Z,
Closed,2020-02-15T20:30:50.750Z,
KO,2020-02-15T20:31:50.439Z,
KO,2020-02-15T20:32:50.263Z,
Closed,2020-02-15T20:33:50.856Z,
KO,2020-02-15T20:34:50.261Z,
KO,2020-02-15T20:35:50.260Z,
Closed,2020-02-15T20:36:50.837Z,
Closed,2020-02-15T20:37:50.880Z,
KO,2020-02-15T20:38:50.260Z,
Closed,2020-02-15T20:39:50.845Z,
KO,2020-02-15T20:40:50.269Z,
KO,2020-02-15T20:41:50.266Z,
KO,2020-02-15T20:42:50.267Z,
KO,2020-02-15T20:43:50.452Z,
KO,2020-02-15T20:44:50.264Z,
Closed,2020-02-15T20:45:50.744Z,
Closed,2020-02-15T20:46:50.878Z,
KO,2020-02-15T20:47:50.272Z,
Closed,2020-02-15T20:48:50.828Z,
KO,2020-02-15T20:49:50.433Z,
Closed,2020-02-15T20:50:50.946Z,
Closed,2020-02-15T20:51:50.888Z,
KO,2020-02-15T20:52:50.274Z,
Closed,2020-02-15T20:53:50.770Z,
KO,2020-02-15T20:54:50.268Z,
KO,2020-02-15T20:55:50.450Z,
Closed,2020-02-15T20:56:51.062Z,
KO,2020-02-15T20:57:50.279Z,
KO,2020-02-15T20:58:50.268Z,
KO,2020-02-15T20:59:50.270Z,
KO,2020-02-15T21:01:14.187Z,
Closed,2020-02-15T21:02:14.484Z,
Closed,2020-02-15T21:03:14.508Z,
Closed,2020-02-15T21:05:14.444Z,
KO,2020-02-15T21:06:33.253Z,
KO,2020-02-15T21:07:32.856Z,
KO,2020-02-15T21:08:32.853Z,
KO,2020-02-15T21:09:32.858Z,
KO,2020-02-15T21:10:32.852Z,
Closed,2020-02-15T21:11:33.417Z,
Closed,2020-02-15T21:12:33.583Z,
KO,2020-02-15T21:13:32.853Z,
Closed,2020-02-15T21:14:33.443Z,
Closed,2020-02-15T21:15:33.459Z,
Closed,2020-02-15T21:16:33.354Z,
KO,2020-02-15T21:17:32.853Z,
Closed,2020-02-15T21:18:33.517Z,
KO,2020-02-15T21:19:32.851Z,
KO,2020-02-15T21:20:32.853Z,
Closed,2020-02-15T21:21:33.332Z,
Closed,2020-02-15T21:22:33.336Z,
Closed,2020-02-15T21:23:33.336Z,
Closed,2020-02-15T21:24:33.587Z,
KO,2020-02-15T21:25:32.859Z,
Closed,2020-02-15T21:26:33.350Z,
Closed,2020-02-15T21:27:33.472Z,
KO,2020-02-15T21:28:32.859Z,
KO,2020-02-15T21:29:32.859Z,
KO,2020-02-15T21:30:33.048Z,
KO,2020-02-15T21:31:32.861Z,
KO,2020-02-15T21:32:32.861Z,
KO,2020-02-15T21:33:32.863Z,
Closed,2020-02-15T21:34:33.397Z,
KO,2020-02-15T21:35:32.864Z,
Closed,2020-02-15T21:36:33.574Z,
Closed,2020-02-15T21:37:33.427Z,
KO,2020-02-15T21:38:32.864Z,
Closed,2020-02-15T21:39:33.489Z,
KO,2020-02-15T21:40:32.862Z,
KO,2020-02-15T21:41:32.860Z,
Closed,2020-02-15T21:42:33.547Z,
Closed,2020-02-15T21:43:33.395Z,
Closed,2020-02-15T21:44:33.425Z,
Closed,2020-02-15T21:45:33.422Z,
Closed,2020-02-15T21:46:33.423Z,
KO,2020-02-15T21:47:32.862Z,
Closed,2020-02-15T21:48:33.612Z,
Closed,2020-02-15T21:49:33.436Z,
Closed,2020-02-15T21:50:34.121Z,
Closed,2020-02-15T21:51:33.742Z,
Closed,2020-02-15T21:52:33.448Z,
Closed,2020-02-15T21:53:33.426Z,
KO,2020-02-15T21:54:33.061Z,
KO,2020-02-15T21:55:32.865Z,
Closed,2020-02-15T21:56:33.372Z,
KO,2020-02-15T21:57:32.876Z,
Closed,2020-02-15T21:58:33.472Z,
Closed,2020-02-15T21:59:33.434Z,
KO,2020-02-15T22:00:33.040Z,
KO,2020-02-15T22:01:32.875Z,
Closed,2020-02-15T22:02:33.485Z,
Closed,2020-02-15T22:03:33.425Z,
Closed,2020-02-15T22:04:33.409Z,
Closed,2020-02-15T22:05:33.406Z,
Closed,2020-02-15T22:06:33.815Z,
KO,2020-02-15T22:07:33.059Z,
KO,2020-02-15T22:08:32.876Z,
KO,2020-02-15T22:09:32.872Z,
Closed,2020-02-15T22:10:33.332Z,
KO,2020-02-15T22:11:32.877Z,
Closed,2020-02-15T22:12:33.768Z,
KO,2020-02-15T22:13:33.078Z,
Closed,2020-02-15T22:14:33.386Z,
Closed,2020-02-15T22:15:33.371Z,
KO,2020-02-15T22:16:32.880Z,
KO,2020-02-15T22:17:34.052Z,
KO,2020-02-15T22:18:33.075Z,
KO,2020-02-15T22:19:32.887Z,
Closed,2020-02-15T22:20:33.443Z,
Closed,2020-02-15T22:21:33.420Z,
KO,2020-02-15T22:22:33.156Z,
Closed,2020-02-15T22:23:33.488Z,
KO,2020-02-15T22:24:32.884Z,
KO,2020-02-15T22:25:33.887Z,
KO,2020-02-15T22:26:32.886Z,
KO,2020-02-15T22:27:32.883Z,
Closed,2020-02-15T22:28:33.345Z,
Closed,2020-02-15T22:29:33.783Z,
Closed,2020-02-15T22:30:33.552Z,
KO,2020-02-15T22:31:32.889Z,
KO,2020-02-15T22:32:32.896Z,
Closed,2020-02-15T22:33:33.426Z,
Closed,2020-02-15T22:34:33.348Z,
KO,2020-02-15T22:35:33.104Z,
Closed,2020-02-15T22:36:33.419Z,
Closed,2020-02-15T22:37:33.443Z,
KO,2020-02-15T22:38:32.888Z,
KO,2020-02-15T22:39:32.891Z,
Closed,2020-02-15T22:40:33.688Z,
KO,2020-02-15T22:41:33.074Z,
KO,2020-02-15T22:42:32.893Z,
KO,2020-02-15T22:43:32.888Z,
Closed,2020-02-15T22:44:33.441Z,
KO,2020-02-15T22:45:32.891Z,
Closed,2020-02-15T22:46:34.123Z,
Closed,2020-02-15T22:47:33.440Z,
KO,2020-02-15T22:48:32.897Z,
KO,2020-02-15T22:49:32.892Z,
KO,2020-02-15T22:50:32.894Z,
KO,2020-02-15T22:51:32.899Z,
Closed,2020-02-15T22:52:33.654Z,
KO,2020-02-15T22:53:32.893Z,
KO,2020-02-15T22:54:32.895Z,
Closed,2020-02-15T22:55:33.596Z,
Closed,2020-02-15T22:56:33.586Z,
Closed,2020-02-15T22:57:33.485Z,
Closed,2020-02-15T22:58:33.668Z,
KO,2020-02-15T22:59:32.904Z,
KO,2020-02-15T23:00:32.901Z,
KO,2020-02-15T23:01:32.899Z,
KO,2020-02-15T23:02:32.897Z,
KO,2020-02-15T23:03:32.900Z,
KO,2020-02-15T23:04:33.096Z,
KO,2020-02-15T23:05:32.905Z,
KO,2020-02-15T23:06:32.907Z,
Closed,2020-02-16T08:34:55.505Z,
Closed,2020-02-16T08:35:55.349Z,
Closed,2020-02-16T08:36:55.295Z,
Closed,2020-02-16T08:37:55.394Z,
Closed,2020-02-16T08:38:55.538Z,
Closed,2020-02-16T08:39:55.405Z,
Closed,2020-02-16T08:40:55.782Z,
Closed,2020-02-16T08:41:55.321Z,
Closed,2020-02-16T08:42:55.310Z,
Closed,2020-02-16T08:43:55.357Z,
KO,2020-02-16T08:44:54.997Z,
Closed,2020-02-16T08:45:55.294Z,
KO,2020-02-16T08:46:55.139Z,
Closed,2020-02-16T08:47:55.355Z,
Closed,2020-02-16T08:48:55.331Z,
Closed,2020-02-16T08:49:55.435Z,
KO,2020-02-16T08:50:55.049Z,
Closed,2020-02-16T08:51:55.268Z,
Closed,2020-02-16T08:52:55.522Z,
Closed,2020-02-16T08:53:55.326Z,
KO,2020-02-16T08:54:54.983Z,
Closed,2020-02-16T08:55:55.306Z,
Closed,2020-02-16T08:56:55.361Z,
Closed,2020-02-16T08:57:55.252Z,
Closed,2020-02-16T08:58:55.728Z,
Closed,2020-02-16T08:59:55.304Z,
KO,2020-02-16T09:00:55.056Z,
Closed,2020-02-16T09:01:55.293Z,
Closed,2020-02-16T09:02:55.573Z,
Closed,2020-02-16T09:03:55.944Z,
Closed,2020-02-16T09:04:55.465Z,
Closed,2020-02-16T09:05:55.430Z,
KO,2020-02-16T09:06:54.799Z,
Closed,2020-02-16T09:07:55.336Z,
KO,2020-02-16T09:08:54.796Z,
Closed,2020-02-16T09:09:55.336Z,
Closed,2020-02-16T09:10:56.254Z,
KO,2020-02-16T09:11:54.798Z,
Closed,2020-02-16T09:12:56.244Z,
KO,2020-02-16T09:13:54.797Z,
KO,2020-02-16T09:14:54.800Z,
KO,2020-02-16T09:15:54.797Z,
KO,2020-02-16T09:16:55.000Z,
KO,2020-02-16T09:17:54.802Z,
KO,2020-02-16T09:18:54.801Z,
KO,2020-02-16T09:19:54.802Z,
Closed,2020-02-16T09:20:55.307Z,
Closed,2020-02-16T09:21:55.270Z,
Closed,2020-02-16T09:22:55.467Z,
Closed,2020-02-16T09:23:55.377Z,
KO,2020-02-16T09:24:54.807Z,
Closed,2020-02-16T09:25:55.612Z,
KO,2020-02-16T09:26:54.811Z,
Closed,2020-02-16T09:27:55.367Z,
Closed,2020-02-16T09:28:55.452Z,
KO,2020-02-16T09:29:54.836Z,
KO,2020-02-16T09:30:54.810Z,
KO,2020-02-16T09:31:55.490Z,
KO,2020-02-16T09:32:55.073Z,
Closed,2020-02-16T09:33:55.313Z,
KO,2020-02-16T09:34:55.222Z,
KO,2020-02-16T09:35:54.820Z,
Closed,2020-02-16T09:36:55.387Z,
KO,2020-02-16T09:37:54.817Z,
KO,2020-02-16T09:38:54.813Z,
KO,2020-02-16T09:39:55.034Z,
Closed,2020-02-16T09:40:55.558Z,
KO,2020-02-16T09:41:55.037Z,
KO,2020-02-16T09:42:54.815Z,
KO,2020-02-16T09:43:54.818Z,
Closed,2020-02-16T09:44:55.340Z,
KO,2020-02-16T09:45:54.820Z,
KO,2020-02-16T09:46:55.240Z,
KO,2020-02-16T09:47:54.820Z,
KO,2020-02-16T09:48:54.819Z,
KO,2020-02-16T09:49:54.824Z,
Closed,2020-02-16T09:50:55.343Z,
KO,2020-02-16T09:51:55.085Z,
Closed,2020-02-16T09:52:55.482Z,
Closed,2020-02-16T09:53:55.310Z,
Closed,2020-02-16T09:54:55.974Z,
KO,2020-02-16T09:55:54.822Z,
KO,2020-02-16T09:56:55.039Z,
Closed,2020-02-16T09:57:55.348Z,
KO,2020-02-16T09:58:55.017Z,
Closed,2020-02-16T09:59:55.462Z,
KO,2020-02-16T10:00:54.829Z,
Closed,2020-02-16T10:01:55.492Z,
KO,2020-02-16T10:02:54.830Z,
KO,2020-02-16T10:03:55.102Z,
KO,2020-02-16T10:04:55.009Z,
Closed,2020-02-16T10:05:55.344Z,
KO,2020-02-16T10:06:54.835Z,
KO,2020-02-16T10:07:54.831Z,
Closed,2020-02-16T10:08:55.370Z,
KO,2020-02-16T10:09:54.836Z,
KO,2020-02-16T10:10:55.023Z,
KO,2020-02-16T10:11:54.840Z,
Closed,2020-02-16T10:12:55.600Z,
Closed,2020-02-16T10:13:55.440Z,
Closed,2020-02-16T10:14:55.372Z,
Closed,2020-02-16T10:15:55.426Z,
Closed,2020-02-16T10:16:55.577Z,
KO,2020-02-16T10:17:54.840Z,
Closed,2020-02-16T10:18:55.435Z,
Closed,2020-02-16T10:19:55.629Z,
KO,2020-02-16T10:20:54.838Z,
KO,2020-02-16T10:21:54.839Z,
Closed,2020-02-16T10:22:55.472Z,
Closed,2020-02-16T10:23:55.543Z,
Closed,2020-02-16T10:24:55.352Z,
KO,2020-02-16T10:25:54.846Z,
KO,2020-02-16T10:26:54.842Z,
Closed,2020-02-16T10:27:55.614Z,
Closed,2020-02-16T10:28:55.553Z,
KO,2020-02-16T10:29:54.847Z,
KO,2020-02-16T10:30:54.848Z,
Closed,2020-02-16T10:31:55.335Z,
Closed,2020-02-16T10:32:55.456Z,
Closed,2020-02-16T10:33:55.846Z,
KO,2020-02-16T10:34:55.215Z,
KO,2020-02-16T10:35:54.852Z,
Closed,2020-02-16T10:36:55.373Z,
KO,2020-02-16T10:37:54.856Z,
Closed,2020-02-16T10:38:55.351Z,
Closed,2020-02-16T10:39:55.501Z,
KO,2020-02-16T10:40:55.031Z,
Closed,2020-02-16T10:41:55.469Z,
KO,2020-02-16T10:42:54.855Z,
Closed,2020-02-16T10:43:55.446Z,
KO,2020-02-16T10:44:54.856Z,
KO,2020-02-16T10:45:55.069Z,
Closed,2020-02-16T10:46:55.667Z,
KO,2020-02-16T10:47:55.092Z,
Closed,2020-02-16T10:48:55.393Z,
KO,2020-02-16T10:49:55.061Z,
KO,2020-02-16T10:50:54.864Z,
KO,2020-02-16T10:51:54.856Z,
KO,2020-02-16T10:52:55.024Z,
Closed,2020-02-16T10:53:55.451Z,
Closed,2020-02-16T10:54:55.460Z,
KO,2020-02-16T10:55:54.864Z,
Closed,2020-02-16T10:56:55.380Z,
Closed,2020-02-16T10:57:55.317Z,
KO,2020-02-16T10:58:55.047Z,
Closed,2020-02-16T10:59:55.434Z,
Closed,2020-02-16T11:00:55.623Z,
Closed,2020-02-16T11:01:55.479Z,
KO,2020-02-16T11:02:55.066Z,
Closed,2020-02-16T11:03:55.432Z,
Closed,2020-02-16T11:04:55.543Z,
KO,2020-02-16T11:05:54.868Z,
Closed,2020-02-16T11:06:55.342Z,
Closed,2020-02-16T11:07:55.631Z,
Closed,2020-02-16T11:08:55.512Z,
KO,2020-02-16T11:09:54.875Z,
Closed,2020-02-16T11:10:55.951Z,
Closed,2020-02-16T11:11:57.121Z,
KO,2020-02-16T11:12:54.871Z,
KO,2020-02-16T11:13:55.167Z,
KO,2020-02-16T11:14:54.874Z,
KO,2020-02-16T11:15:54.875Z,
KO,2020-02-16T11:16:55.061Z,
KO,2020-02-16T11:17:54.874Z,
KO,2020-02-16T11:18:55.100Z,
Closed,2020-02-16T11:19:55.395Z,
KO,2020-02-16T11:20:54.877Z,
KO,2020-02-16T11:21:54.877Z,
